searge,name,side,desc
func_82764_b,setOrCreateGameRule,0,
func_82766_b,getBoolean,0,
func_180263_c,getInt,0,
func_196230_f,get,0,
func_196231_c,getDefinitions,0,
func_201200_a,setValue,0,
func_82756_a,getString,0,
func_82758_b,getBoolean,0,
func_180255_c,getInt,0,
func_180254_e,getType,0,
func_199595_a,createValue,0,
func_199594_b,getType,0,
func_199809_a,createArgument,0,
func_196222_a,updateValue,0,
