searge,name,side,desc
field_145981_s,customName,2,Replaced with TileEntityLockableLoot.field_145902_i in 1.11
field_146020_a,customName,2,Replaced with TileEntityLockableLoot.field_145902_i in 1.11
field_145902_i,customName,2,Replaced with TileEntityLockableLoot.field_145902_i in 1.11
