searge,name,side,desc
func_145976_a,setCustomName,2,Replaced with TileEntityLockableLoot.func_190575_a in 1.11
func_146018_a,setCustomName,2,Replaced with TileEntityLockableLoot.func_190575_a in 1.11
func_145886_a,setCustomName,2,Replaced with TileEntityLockableLoot.func_190575_a in 1.11
