param,name,side
p_149746_1_,worldIn,2
p_149746_2_,x,2
p_149746_3_,y,2
p_149746_4_,z,2
p_149746_5_,entityIn,2
p_149746_6_,fallDistance,2
p_149747_1_,worldIn,2
p_149747_2_,x,2
p_149747_3_,y,2
p_149747_4_,z,2
p_149747_5_,side,2
p_149748_1_,worldIn,2
p_149748_2_,x,2
p_149748_3_,y,2
p_149748_4_,z,2
p_149748_5_,side,2
p_149749_1_,worldIn,2
p_149749_2_,x,2
p_149749_3_,y,2
p_149749_4_,z,2
p_149749_5_,blockBroken,2
p_149749_6_,meta,2
p_149752_1_,resistance,2
p_149851_1_,worldIn,2
p_149851_2_,x,2
p_149851_3_,y,2
p_149851_4_,z,2
p_149851_5_,isClient,2
p_149852_1_,worldIn,2
p_149852_2_,random,2
p_149852_3_,x,2
p_149852_4_,y,2
p_149852_5_,z,2
p_149853_1_,worldIn,2
p_149853_2_,random,2
p_149853_3_,x,2
p_149853_4_,y,2
p_149853_5_,z,2
p_149854_1_,ground,2
p_149855_1_,worldIn,2
p_149855_2_,x,2
p_149855_3_,y,2
p_149855_4_,z,2
p_149915_1_,worldIn,2
p_149915_2_,meta,2
p_149952_1_,worldIn,2
p_149952_2_,x,2
p_149952_3_,y,2
p_149952_4_,z,2
p_149975_0_,meta,2
p_149976_0_,meta,2
p_149977_0_,worldIn,2
p_149977_1_,x,2
p_149977_2_,y,2
p_149977_3_,z,2
p_149977_4_,safeIndex,2
p_149979_0_,worldIn,2
p_149979_1_,x,2
p_149979_2_,y,2
p_149979_3_,z,2
p_149979_4_,occupied,2
p_150024_1_,worldIn,2
p_150024_2_,x,2
p_150024_3_,y,2
p_150024_4_,z,2
p_150024_5_,level,2
p_150025_0_,meta,0
p_150026_0_,iconName,0
p_150027_0_,meta,2
p_150042_1_,worldIn,2
p_150042_2_,x,2
p_150042_3_,y,2
p_150042_4_,z,2
p_150043_1_,meta,2
p_150044_1_,worldIn,2
p_150044_2_,x,2
p_150044_3_,y,2
p_150044_4_,z,2
p_150045_1_,worldIn,2
p_150045_2_,x,2
p_150045_3_,y,2
p_150045_4_,z,2
p_150046_1_,worldIn,2
p_150046_2_,x,2
p_150046_3_,y,2
p_150046_4_,z,2
p_150061_1_,x,2
p_150061_2_,y,2
p_150061_3_,z,2
p_150062_1_,worldIn,2
p_150062_2_,x,2
p_150062_3_,y,2
p_150062_4_,z,2
p_150062_5_,power,2
p_150063_1_,meta,2
p_150064_1_,worldIn,2
p_150064_2_,x,2
p_150064_3_,y,2
p_150064_4_,z,2
p_150089_1_,meta,2
p_150238_1_,colorIn,2
p_150255_1_,style,2
p_150257_1_,component,2
p_150258_1_,text,2
p_150262_0_,components,2
p_150269_1_,format,2
p_150272_1_,index,2
p_150284_0_,id,2
p_150295_1_,key,2
p_150295_2_,type,2
p_150297_1_,key,2
p_150297_2_,type,2
p_150298_0_,name,2
p_150298_1_,data,2
p_150298_2_,output,2
p_150299_1_,key,2
p_150304_1_,i,0
p_150305_1_,i,2
p_150306_1_,i,2
p_150307_1_,i,2
p_150308_1_,i,2
p_150309_1_,i,2
p_150503_1_,ctx,2
p_150503_2_,buffer,2
p_150695_1_,style,2
p_150695_2_,object,2
p_150695_3_,ctx,2
p_150696_0_,component,2
p_150699_0_,json,2
p_150718_1_,message,2
p_150719_1_,handler,2
p_150723_1_,newState,2
p_150725_1_,inPacket,2
p_150725_2_,futureListeners,2
p_150727_1_,key,2
p_150732_1_,inPacket,2
p_150732_2_,futureListeners,2
p_150752_0_,packetIn,2
p_150760_0_,stateId,2
p_150785_1_,str,2
p_150786_1_,nbt,2
p_150787_1_,input,2
p_150788_1_,stack,2
p_150789_1_,maxLength,2
p_150790_0_,input,2
p_150894_1_,stack,2
p_150894_2_,worldIn,2
p_150894_3_,blockIn,2
p_150905_1_,itemStackIn,2
p_150906_1_,itemStackIn,2
p_150919_0_,stack,2
p_150919_1_,worldIn,2
p_150919_2_,x,2
p_150919_3_,y,2
p_150919_4_,z,2
p_151223_0_,packFile,0
p_151223_1_,packName,0
p_151223_2_,completionListener,0
p_151223_3_,requestData,0
p_151223_4_,maxSize,0
p_151223_5_,loadingScreen,0
p_151223_6_,proxy,0
p_151225_0_,url,2
p_151225_1_,content,2
p_151225_2_,skipLoggingErrors,2
p_151226_0_,url,2
p_151226_1_,data,2
p_151226_2_,skipLoggingErrors,2
p_151255_1_,string,2
p_151256_1_,ctx,2
p_151256_2_,data,2
p_151265_1_,address,2
p_151265_2_,port,2
p_151315_1_,motd,2
p_151319_1_,countData,2
p_151320_1_,faviconBlob,2
p_151321_1_,protocolVersionData,2
p_151330_1_,playersIn,2
p_151462_1_,keyCode,0
p_151538_1_,worldIn,2
p_151616_0_,biomeIDA,2
p_151616_1_,biomeIDB,2
p_152121_1_,skinPart,0
p_152121_2_,skinLoc,0
p_152125_0_,x,0
p_152125_1_,y,0
p_152125_2_,u,0
p_152125_3_,v,0
p_152125_4_,uWidth,0
p_152125_5_,vHeight,0
p_152125_6_,width,0
p_152125_7_,height,0
p_152125_8_,tileWidth,0
p_152125_9_,tileHeight,0
p_152340_1_,imageStream,0
p_152343_1_,callableToSchedule,0
p_152344_1_,runnableToSchedule,0
p_152361_1_,configManager,2
p_152372_1_,sender,2
p_152372_2_,command,2
p_152372_4_,msgFormat,2
p_152372_5_,msgParams,2
p_152373_0_,sender,2
p_152373_1_,command,2
p_152373_2_,msgFormat,2
p_152373_3_,msgParams,2
p_152374_0_,sender,2
p_152374_1_,command,2
p_152374_3_,msgFormat,2
p_152374_4_,msgParams,2
p_152378_1_,uuid,2
p_152446_1_,input,2
p_152446_2_,depth,2
p_152446_3_,sizeTracker,2
p_152447_0_,input,2
p_152447_1_,sizeTracker,2
p_152448_0_,input,2
p_152448_1_,sizeTracker,2
p_152449_0_,id,2
p_152449_1_,key,2
p_152449_2_,input,2
p_152449_3_,depth,2
p_152449_4_,sizeTracker,2
p_152450_1_,size,2
p_152459_0_,compound,2
p_152460_0_,compound,2
p_152460_1_,profile,2
p_152506_1_,original,2
p_152583_1_,serverDataIn,0
p_152584_1_,mode,0
p_152596_1_,profile,2
p_152597_1_,profile,2
p_152601_1_,profile,2
p_152602_1_,player,2
p_152605_1_,profile,2
p_152607_1_,profile,2
p_152609_1_,includeUuid,2
p_152610_1_,profile,2
p_152611_1_,distance,2
p_152612_1_,username,2
p_152641_1_,data,2
p_152681_1_,obj,2
p_152682_1_,entryData,2
p_152683_1_,obj,2
p_152686_1_,state,2
p_152687_1_,entry,2
p_152692_1_,entry,2
p_152701_1_,profile,2
p_152702_1_,profile,2
p_152703_1_,username,2
p_152707_1_,address,2
p_152708_1_,address,2
p_152709_1_,address,2
p_152710_0_,server,1
p_152711_0_,dir,1
p_152712_0_,properties,1
p_152713_0_,input,1
p_152713_1_,defaultValue,1
p_152714_0_,properties,1
p_152715_0_,properties,1
p_152717_0_,server,2
p_152717_1_,names,2
p_152717_2_,callback,2
p_152718_0_,server,1
p_152721_0_,inFile,1
p_152721_1_,read,1
p_152722_0_,server,1
p_152723_0_,server,1
p_152724_0_,server,1
p_152725_0_,properties,1
p_152727_0_,convertedFile,1
p_152754_0_,base,0
p_152754_1_,key,0
p_152755_0_,url,0
p_154347_1_,inFile,1
p_155759_1_,resourcePackUrl,1
p_70000_1_,playerSnooper,2
p_70001_1_,playerSnooper,2
p_70003_1_,permissionLevel,2
p_70003_2_,command,2
p_70011_1_,x,2
p_70011_3_,y,2
p_70011_5_,z,2
p_70012_1_,x,2
p_70012_3_,y,2
p_70012_5_,z,2
p_70012_7_,yaw,2
p_70012_8_,pitch,2
p_70014_1_,tagCompound,2
p_70015_1_,seconds,2
p_70016_1_,x,0
p_70016_3_,y,0
p_70016_5_,z,0
p_70019_1_,eating,2
p_70020_1_,tagCompund,2
p_70024_1_,x,2
p_70024_3_,y,2
p_70024_5_,z,2
p_70028_1_,entityIn,2
p_70029_1_,worldIn,2
p_70031_1_,sprinting,2
p_70032_1_,entityIn,2
p_70034_1_,rotation,0
p_70037_1_,tagCompund,2
p_70038_1_,x,2
p_70038_3_,y,2
p_70038_5_,z,2
p_70039_1_,tagCompund,2
p_70049_1_,numbers,2
p_70050_1_,air,2
p_70052_1_,flag,2
p_70052_2_,set,2
p_70055_1_,materialIn,2
p_70056_1_,x,0
p_70056_3_,y,0
p_70056_5_,z,0
p_70056_7_,yaw,0
p_70056_8_,pitch,0
p_70056_9_,rotationIncrements,0
p_70060_1_,strafe,2
p_70060_2_,forward,2
p_70060_3_,friction,2
p_70062_1_,slotIn,2
p_70062_2_,itemStackIn,2
p_70064_1_,distanceFallenThisTick,2
p_70064_3_,isOnGround,2
p_70068_1_,entityIn,2
p_70069_1_,distance,2
p_70074_1_,entityLivingIn,2
p_70077_1_,lightningBolt,2
p_70078_1_,entityIn,2
p_70080_1_,x,2
p_70080_3_,y,2
p_70080_5_,z,2
p_70080_7_,yaw,2
p_70080_8_,pitch,2
p_70081_1_,amount,2
p_70082_1_,yaw,0
p_70082_2_,pitch,0
p_70083_1_,flag,2
p_70084_1_,entityIn,2
p_70084_2_,amount,2
p_70087_1_,numbers,2
p_70091_1_,x,2
p_70091_3_,y,2
p_70091_5_,z,2
p_70092_1_,x,2
p_70092_3_,y,2
p_70092_5_,z,2
